Name,Manufacturer,Part #,Screen Size,Resolution,Refresh Rate,Response Time (G2G),Panel Type,Aspect Ratio,Color,Brightness,Pixel Pitch,Widescreen,Curved Screen,Frame Sync,Built-in Speakers,VESA Mounting,Viewing Angle,Inputs
Samsung LC34J791WTEXXS,Samsung ,LC34J791WTEXXS ,"34"" ",3440 x 1440 ,100 Hz ,4 ms ,VA ,21:9 ,Silver ,250 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Philips 242E1GSJ/27,Philips ,242E1GSJ/27 ,"23.8"" ",1920 x 1080 ,144 Hz ,4 ms ,VA ,16:9 ,Black ,350 cd/m² ,0.274 mm ,Yes ,No ,FreeSync Premium ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Philips 274E5QHAB/75,Philips ,274E5QHAB/75 ,"27"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
LG 22BL450Y-W,LG ,22BL450Y-W ,"21.5"" ",1920 x 1080 ,75 Hz ,5 ms ,IPS ,16:9 ,White ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Monoprice 42107,Monoprice ,42107 ,"32"" ",2560 x 1440 ,165 Hz ,6 ms ,VA ,16:9 ,Black ,400 cd/m² ,0.277 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
LG 24M49VQ-P,LG ,24M49VQ-P ,"23.5"" ",1920 x 1080 ,60 Hz ,2 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.271 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DVI-D Single Link | 1 x HDMI | 1 x VGA | 
NEC EA261WM-BK,NEC ,EA261WM-BK ,"26"" ",1920 x 1200 ,60 Hz ,5 ms ,TN ,16:10 ,Black ,400 cd/m² ,0.292 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DVI-D Single Link | 1 x VGA | 
ViewSonic XG2705 OMNI,ViewSonic , XG2705 | XG2705-2 | ,"27"" ",1920 x 1080 ,144 Hz ,1 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync Premium ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Monoprice 40865,Monoprice ,40865 ,"49"" ",5120 x 1440 ,120 Hz ,4 ms ,VA ,32:9 ,Black ,400 cd/m² ,0.234 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
Monoprice CrystalPro,Monoprice ,37922 ,"27"" ",2560 x 1440 ,60 Hz ,4 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Monoprice 42108,Monoprice ,42108 ,"31.5"" ",2560 x 1440 ,165 Hz ,6 ms ,VA ,16:9 ,Black ,350 cd/m² ,0.272 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
Monoprice 40775,Monoprice ,40775 ,"23.6"" ",1920 x 1080 ,144 Hz ,6 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer V227Q bip,Acer ,UM.WV7AA.002 ,"21.5"" ",1920 x 1080 ,75 Hz ,4 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Acer V246HL bi,Acer ,UM.FV6AA.017 ,"24"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x HDMI | 1 x VGA | 
Acer V226HQL bid,Acer ,UM.WV6AA.006 ,"21.5"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
Acer V227Q Abmix,Acer ,UM.WV7AA.A01 ,"21.5"" ",1920 x 1080 ,75 Hz ,4 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer B246WL Aymidprz,Acer ,UM.FB6AA.A02 ,"24"" ",1920 x 1200 ,60 Hz ,5 ms ,IPS ,16:10 ,Black ,300 cd/m² ,0.269 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V ,1 x DVI 
Acer V277 bmix,Acer ,UM.HV7AA.004 ,"27"" ",1920 x 1080 ,75 Hz ,4 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer ConceptD CP3271K Pbmiippruzx,Acer ,UM.HC1AA.P01 ,"27"" ",3840 x 2160 ,144 Hz ,,IPS ,16:9 ,,400 cd/m² ,0.156 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
Acer BW237Q bmiprx,Acer ,UM.EB7AA.001 ,"22.5"" ",1920 x 1200 ,60 Hz ,4 ms ,IPS ,16:10 ,Black ,250 cd/m² ,0.252 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x VGA | 
Acer KA240Y bmiix,Acer ,UM.QX0AA.005 ,"23.8"" ",1920 x 1080 ,60 Hz ,,VA ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V ,1 x VGA 
X= XRGB27WQ,X= ,XRGB27WQ ,"27"" ",2560 x 1440 ,165 Hz ,,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
X= XG27IPS,X= ,XG27IPS ,"27"" ",1920 x 1080 ,75 Hz ,8 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
X= XG24IPS,X= ,XG24IPS ,"23.8"" ",1920 x 1080 ,75 Hz ,8 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer Nitro RG240Y,Acer ,UM.QR0EE.009 ,"23.8"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 2 x HDMI | 1 x VGA | 
AOC VIPRB-E2280SWDN,AOC ,VIPRB-E2280SWDN ,"22"" ",1920 x 1080 ,60 Hz ,,TN ,16:9 ,Black ,,0.254 mm ,Yes ,No ,None ,No ,,, 1 x DVI-D Single Link | 1 x VGA | 
Acer PE320QK,Acer ,UM.JP0SA.002 ,"31.5"" ",3840 x 2160 ,60 Hz ,4 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.182 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer KG221Q ABMIX,Acer ,UM.WX1AA.A01 ,"21.5"" ",1920 x 1080 ,75 Hz ,1 ms ,TN ,16:9 ,Black ,200 cd/m² ,0.248 mm ,Yes ,No ,FreeSync ,Yes ,,90° H x 65° V , 1 x HDMI | 1 x VGA | 
LG 32UL750-W,LG , 32UL750-W | 32UL750-W.AEU | ,"31.5"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,Silver / White ,400 cd/m² ,0.182 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG 32UK50T-W,LG ,32UK50T-W ,"31.5"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,Silver / White ,300 cd/m² ,0.182 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG 27GN880-B,LG , 27GN880-B | 27GN880-B.AEU | ,"27"" ",2560 x 1440 ,144 Hz ,1 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Asus VZ279HEG1R,Asus , VZ279HEG1R | 90LM05T1-B01E70 | ,"27"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Monoprice Dark Matter,Monoprice ,43305 ,"49"" ",5120 x 1440 ,120 Hz ,4 ms ,VA ,32:9 ,Black ,400 cd/m² ,0.234 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
Monoprice Zero-G,Monoprice ,42891 ,"31.5"" ",2560 x 1440 ,165 Hz ,6 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.272 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
Monoprice CrystalPro,Monoprice ,43019 ,"28"" ",3840 x 2160 ,60 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.161 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Monoprice CrystalPro,Monoprice ,43020 ,"31.5"" ",3840 x 2160 ,60 Hz ,,VA ,16:9 ,Black ,,0.182 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Monoprice CrystalPro,Monoprice ,43021 ,"34"" ",3440 x 1440 ,60 Hz ,,VA ,21:9 ,Black ,,0.232 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Monoprice Dark Matter,Monoprice ,43548 ,"31.5"" ",2560 x 1440 ,165 Hz ,,IPS ,16:9 ,Black ,,0.272 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
Monoprice Dark Matter,Monoprice ,42772 ,"34"" ",3440 x 1440 ,165 Hz ,,VA ,21:9 ,Black ,400 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.0 | 
ViewSonic VA2759-smh,ViewSonic ,VA2759-smh ,"27"" ",1920 x 1080 ,60 Hz ,4 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Samsung F27T85,Samsung , LF27T850QWUXEN | LF27T850QWRXEN | ,"27"" ",2560 x 1440 ,75 Hz ,,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 1.4 | 
Pixio PX248PA,Pixio ,PX248PA ,"23.8"" ",1920 x 1080 ,144 Hz ,1 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.274 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,Yes ,,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 1.4 | 
Pixio PX273,Pixio ,PX273 ,"27"" ",1920 x 1080 ,165 Hz ,,VA ,16:9 ,Black ,400 cd/m² ,0.311 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 2.0 | 1 x HDMI 1.4 | 
Pixio PX273P,Pixio ,PX273P ,"27"" ",1920 x 1080 ,165 Hz ,1 ms ,IPS ,16:9 ,Black ,400 cd/m² ,0.311 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Pixio PX259P,Pixio ,PX259P ,"24.5"" ",1920 x 1080 ,280 Hz ,1 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.282 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,Yes ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Pixio PX274P,Pixio ,PX274P ,"27"" ",2560 x 1440 ,75 Hz ,,IPS ,16:9 ,Black ,500 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
X= XG27CURV,X= ,XG27CURV ,"27"" ",1920 x 1080 ,75 Hz ,4 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI 1.4 | 1 x VGA | 
X= XG34UWQ,X= ,XG34UWQ ,"34"" ",3440 x 1440 ,160 Hz ,8 ms ,VA ,21:9 ,Black ,400 cd/m² ,0.232 mm ,Yes ,Yes , FreeSync | G-Sync Compatible | ,Yes ,,178° H x 178° V , 2 x DisplayPort 1.4 | 1 x HDMI 2.0 | 
X= XPRO27IPS,X= ,XPRO27IPS ,"27"" ",1920 x 1080 ,165 Hz ,,IPS ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
X= XRGB27UHD,X= ,XRGB27UHD ,"27"" ",3840 x 2160 ,144 Hz ,5 ms ,IPS ,16:9 ,Black ,600 cd/m² ,0.156 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
MSI Optix G242P,MSI ,Optix G242P ,"23.8"" ",1920 x 1080 ,144 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 1.4 | 
MSI Optix MAG245R,MSI ,Optix MAG245R ,"23.8"" ",1920 x 1080 ,144 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 1.4 | 
MSI Optix G271C,MSI ,OPTIX G271C ,"27"" ",1920 x 1080 ,165 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync Premium ,No ,,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 2.0b | 
MSI MPG ARTYMIS 273CQR-QD,MSI ,MPG ARTYMIS 273CQR-QD ,"27"" ",2560 x 1440 ,165 Hz ,,VA ,16:9 ,Black ,530 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync Premium Pro ,No ,,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 2.0b | 
NZXT Canvas 27Q,NZXT ,MNST-27QSB-B-WB ,"27"" ",2560 x 1440 ,165 Hz ,,IPS ,16:9 ,White / Black ,300 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
NZXT Canvas 32Q,NZXT ,MNST-32QSB-B-WB ,"32"" ",2560 x 1440 ,165 Hz ,,VA ,16:9 ,White / Black ,300 cd/m² ,0.277 mm ,Yes ,Yes , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
Samsung Odyssey G52A,Samsung ,LS32AG520PNXZA ,"32"" ",2560 x 1440 ,165 Hz ,1 ms ,IPS ,16:9 ,Black ,400 cd/m² ,0.277 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 2.0 | 
Acer CB242Y Dbmiprcx,Acer , UM.QB2AA.D01 | CB242Y Dbmiprcx | ,"23.8"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Samsung M50B,Samsung ,LS27BM502ENXGO ,"27"" ",1920 x 1080 ,60 Hz ,4 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V ,2 x HDMI 1.4 
Samsung CH890,Samsung ,LC34H890WGNXGO ,"34"" ",3440 x 1440 ,100 Hz ,,VA ,21:9 ,Black ,300 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V ,1 x HDMI 2.0 
Samsung FT650,Samsung ,LF24T650FYNXGO ,"24"" ",1920 x 1080 ,75 Hz ,5 ms ,IPS ,16:9 ,Blue ,250 cd/m² ,0.277 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x DVI-I Dual Link | 1 x HDMI 1.4 | 
Samsung LF27T700QQNXZA,Samsung ,LF27T700QQNXZA ,"27"" ",2560 x 1440 ,75 Hz ,5 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 1.4 | 1 x HDMI 2.0 | 
Samsung FT850,Samsung ,LF27T850QWNXZA ,"27"" ",2560 x 1440 ,75 Hz ,4 ms ,PLS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Samsung TU872,Samsung ,LF32TU872VNXGO ,"32"" ",3840 x 2160 ,60 Hz ,8 ms ,VA ,16:9 ,Blue ,250 cd/m² ,0.184 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 2.0 | 2 x USB Type-C | 
Samsung SF350,Samsung ,LS19F350HNNXZA ,"19"" ",1366 x 768 ,,,PLS ,16:9 ,Black ,250 cd/m² ,0.308 mm ,Yes ,No ,None ,No ,,170° H x 160° V ,1 x VGA 
Samsung SE348,Samsung ,LS22E348ASX/ZA ,"22"" ",1920 x 1080 ,,,TN ,16:9 ,Black ,250 cd/m² ,0.254 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
Samsung S33A,Samsung ,LS24A336NHNXZA ,"24"" ",1920 x 1080 ,60 Hz ,5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI 1.4 | 1 x VGA | 
Samsung LS24A400VENXZA,Samsung ,LS24A400VENXZA ,"24"" ",1920 x 1080 ,75 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 1.4 | 
Samsung S60A,Samsung , LS24A600NWNXGO | S24A600NWN | ,"24"" ",2560 x 1440 ,75 Hz ,,IPS ,16:9 ,Black ,300 cd/m² ,0.208 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 1.4 | 
Samsung SE348,Samsung ,LS24E348ASX/ZA ,"24"" ",1920 x 1080 ,,,TN ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
Samsung SE650,Samsung ,LS24E65KPLH/GO ,"23.6"" ",1920 x 1080 ,60 Hz ,,PLS ,16:9 ,Black ,250 cd/m² ,0.272 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Samsung SE650,Samsung ,LS24E65UDWG/ZA ,"24"" ",1920 x 1200 ,60 Hz ,,PLS ,16:10 ,Black ,250 cd/m² ,0.269 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DVI | 1 x VGA | 
Samsung SF350,Samsung ,LS24F350FHNXZA ,"23.5"" ",1920 x 1080 ,60 Hz ,4 ms ,PLS ,16:9 ,,250 cd/m² ,0.271 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Samsung SH850,Samsung ,LS24H850QFNXZA ,"24"" ",2560 x 1440 ,60 Hz ,5 ms ,PLS ,16:9 ,Black ,300 cd/m² ,0.208 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI 1.4 | 1 x USB Type-C | 
Samsung SR650,Samsung ,LS24R650FDNXZA ,"23.8"" ",1920 x 1080 ,,5 ms ,IPS ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V ,1 x VGA 
Samsung S60A,Samsung ,LS27A600NWNXGO ,"27"" ",2560 x 1440 ,75 Hz ,,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 1.4 | 
Samsung SE310,Samsung ,LS27E310HSG/ZA ,"27"" ",1920 x 1080 ,,,TN ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x HDMI | 1 x VGA | 
Samsung SE310,Samsung ,LS27E310HZG/ZA ,"27"" ",1920 x 1080 ,,1 ms ,TN ,16:9 ,,300 cd/m² ,0.311 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x HDMI | 1 x VGA | 
Samsung SR650,Samsung , LS27R650FDNXZA | S27R650FDN | ,"27"" ",1920 x 1080 ,75 Hz ,5 ms ,IPS ,16:9 ,,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 1.4 | 1 x VGA | 
Samsung S32A60,Samsung ,LS32A600NWNXGO ,"32"" ",2560 x 1440 ,75 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.277 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 1.4 | 
Samsung S80A,Samsung , LS32A804NMNXGO | S32A804NMN | ,"32"" ",3840 x 2160 ,60 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.184 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 2.0 | 
Samsung M80B,Samsung ,LS32BM801UNXGO ,"32"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,White ,400 cd/m² ,0.184 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x Micro-HDMI 2.0 | 1 x USB Type-C | 
Samsung M80B,Samsung ,LS32BM80BUNXGO ,"32"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,White ,400 cd/m² ,0.184 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x Micro-HDMI 2.0 | 1 x USB Type-C | 
Samsung M80B,Samsung ,LS32BM80GUNXGO ,"32"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,White ,400 cd/m² ,0.184 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x Micro-HDMI 2.0 | 1 x USB Type-C | 
Samsung M80B,Samsung ,LS32BM80PUNXGO ,"32"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,White ,400 cd/m² ,0.184 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x Micro-HDMI 2.0 | 1 x USB Type-C | 
Samsung SF351,Samsung ,LS32F351FUNXZA ,"31.5"" ",1920 x 1080 ,,,VA ,16:9 ,,250 cd/m² ,0.363 mm ,Yes ,No ,None ,No ,,178° H x 178° V ,2 x HDMI 
Samsung UE590,Samsung ,LU24E590DS/ZA ,"23.6"" ",3840 x 2160 ,,,PLS ,16:9 ,Black / Silver ,300 cd/m² ,0.136 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Samsung UE510,Samsung ,LU28E510DS/ZA-R ,"28"" ",3840 x 2160 ,,,TN ,16:9 ,Black / Silver ,370 cd/m² ,0.161 mm ,Yes ,No ,FreeSync ,No ,,170° H x 160° V , 1 x DisplayPort | 2 x HDMI | 
Samsung UH750,Samsung ,LU28H750UQNXZA ,"27.9"" ",3840 x 2160 ,60 Hz ,1 ms ,TN ,16:9 ,Black / Silver ,300 cd/m² ,0.161 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DisplayPort | 2 x HDMI | 
Samsung UD970,Samsung ,LU32D97KQSR/ZA ,"31.5"" ",3840 x 2160 ,60 Hz ,,VA ,16:9 ,Black / Silver ,350 cd/m² ,0.182 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 2 x DisplayPort | 1 x HDMI | 
Acer CB342CK smiiphzx,Acer , UM.CB2AA.001 | CB342CK smiiphzx | ,"34"" ",3440 x 1440 ,75 Hz ,,IPS ,21:9 ,Black ,250 cd/m² ,0.232 mm ,Yes ,No ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer CB342CUR BMIIPHUZX,Acer , UM.CB2AA.002 | CB342CUR BMIIPHUZX | ,"34"" ",3440 x 1440 ,60 Hz ,,IPS ,21:9 ,Black ,300 cd/m² ,0.232 mm ,Yes ,Yes ,None ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 2.0 | 
Acer EH301CUR,Acer , UM.CE1AA.001 | EH301CUR | ,"30"" ",2560 x 1080 ,144 Hz ,,VA ,21:9 ,Black ,300 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Acer CB272 bir,Acer , UM.HB2AA.002 | CB272 bir | ,"27"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer CBA272 bir,Acer , UM.HB2AA.007 | CBA272 bir | ,"27"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,None ,No ,100 x 100 ,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer CB272 Dbmiprx,Acer , UM.HB2AA.D01 | CB272 Dbmiprx | ,"27"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Acer CB273U BEMIPRUZX,Acer , UM.HB3AA.002 | CB273U BEMIPRUZX | ,"27"" ",2560 x 1440 ,75 Hz ,,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 2.0 | 
